# このファイルは【編集禁止リスト（49本）】です。実験中は本文を編集しません。
#   内訳：統計の対象46本（config/prompts_experiment.csv・2026-09-22 に E37 coworker を除外）
#        ＋ agentforce-pricing（観測対象から外れたが、編集すると48本を母集団とした
#          比較の前提が崩れるため残置）
#        ＋ ピラー2本（agentforce-guide／agentic-crm）
#          クラスターへの処置がピラーの引用へ波及していないか（漏れ）を見るため、
#          ピラーの本文も実験中は変えない
# 実験の正本（統計）は config/prompts_experiment.csv です（46本 ⊂ 49本）。
# 49本で止めれば46本も必ず止まります（安全側）。
#
# ★agentforce-coworker（post 7003）は 2026-09-22 に**実験から除外・編集可**とした
#   （鮮度更新の裁定。publish_followup.py の EXPERIMENT_RELEASED）。この一覧には入れない。
#
# ★「この49本へリンクを張る」ことは編集にあたりません。
#   リンクを張るのは**張り元の記事の編集**で、張り先の本文は変わらないためです。
#   止めるのは、49本の**本文を書き換える**操作（逆リンクの追記を含む）です。
#
# 除外の期間：2026-09-15 〜 2026-12-31（両端を含む）／解放：2027-01-01 00:00 JST から編集・リンク可
#   （publish_followup.py の EXPERIMENT_START／EXPERIMENT_END）
#   期限の変更は効果測定チャットからの明示の通知のみ（管CH 2026-09-25）
# 日付付きの例外：2026-09-29〜09-30 に限り、allocation_v1 の処置群（②③④）と
#   agentforce-vibes への適用を apply_gate が通す（publish_followup.py の EXPERIMENT_WINDOWS）。
#   10/1 以降は再び全面禁止。publish_followup の逆リンク追記はこの例外の対象外。
# 読む側（publish_followup.py の _read_slugs）は # で始まる行を読み飛ばします。
# 記録：2026-09-18（便GS §2 で注記を新設／便GT §1 で50本へ拡張）
#       2026-09-22（coworker を外して49本へ・9/29〜30 の例外を追記）
id,url,group,published,query
14,https://cross-com.jp/agentforce-sales-roleplay/,③リードのみ,2026-08-24,営業ロープレは意味がないと言われますが、効果を出すにはどうすればいいですか？
15,https://cross-com.jp/tableau-ai/,③リードのみ,2026-08-23,Tableau AIとPulseでは何ができて、ダッシュボードが見られない問題は解決しますか？
16,https://cross-com.jp/agentforce-employee-agent/,②FAQのみ,2026-08-22,Agentforce Employee Agentとは何で、社内問い合わせのどこまで任せられますか？
17,https://cross-com.jp/einstein-trust-layer/,④両方,2026-08-21,Einstein Trust Layerとは何で、AIに任せる範囲と人が承認する場面はどう分けますか？
18,https://cross-com.jp/salesforce-data-360/,④両方,2026-08-18,Salesforce Data 360（旧Data Cloud）とは何で、Agentforceを使うのに必要ですか？
19,https://cross-com.jp/agentforce-marketing/,③リードのみ,2026-08-17,Agentforce for Marketingでは何を任せられて、営業への引き渡しはどう設計しますか？
20,https://cross-com.jp/salesforce-ai/,①対照,2026-08-17,Salesforce AIにはどんな機能があり、Einstein・Agentforce・Data 360はどう使い分けますか？
21,https://cross-com.jp/agentforce-reasoning-control/,③リードのみ,2026-08-15,Agentforceのモデル選択はどう決めて、出力を安定させるにはどうすればいいですか？
22,https://cross-com.jp/agentforce-agent-script/,③リードのみ,2026-08-14,Agent Scriptとは何で、Agentforceの設定をコードで管理すべきなのはどんなときですか？
23,https://cross-com.jp/agentforce-use-cases/,④両方,2026-08-14,Agentforceの導入事例にはどんなものがあり、成果が出た会社は何をしていますか？
24,https://cross-com.jp/agentforce-usage/,④両方,2026-08-14,Agentforceの使い方を教えてください。最初のエージェントを作るまでの手順は？
25,https://cross-com.jp/agentforce-usecase-selection/,②FAQのみ,2026-08-13,Agentforceのユースケースはどう選べばよく、どの業務から始めるべきですか？
26,https://cross-com.jp/agentforce-security-risk-design/,②FAQのみ,2026-08-13,AIエージェントのセキュリティリスクにはどんなものがあり、どう対策すればいいですか？
27,https://cross-com.jp/agentforce-chatgpt-copilot-comparison/,①対照,2026-08-12,AgentforceとChatGPT・Microsoft Copilotは何が違いますか？
28,https://cross-com.jp/agentforce-certification/,③リードのみ,2026-08-11,Agentforceスペシャリスト資格の試験内容と勉強法を教えてください。
29,https://cross-com.jp/agentforce-pricing/,①対照,2026-08-10,Agentforceの料金はいくらで、Flex Creditsと従量課金はどう違いますか？
30,https://cross-com.jp/agentforce-in-slack/,④両方,2026-08-08,Agentforce in Slackでは何ができて、導入手順はどうなりますか？
31,https://cross-com.jp/agentforce-testing-center/,③リードのみ,2026-08-06,Agentforceテストセンターとは何で、AIエージェントの品質保証はどう設計しますか？
32,https://cross-com.jp/agentforce-features/,②FAQのみ,2026-08-06,Agentforceの機能一覧を教えてください。
33,https://cross-com.jp/agentforce-vibes/,③リードのみ,2026-08-05,Agentforce Vibesとは何で、使い方や料金はどうなっていますか？
34,https://cross-com.jp/agentforce-service-agent/,②FAQのみ,2026-08-04,Agentforce Service Agentとは何で、従来のチャットボットと何が違いますか？
35,https://cross-com.jp/agentforce-mcp/,④両方,2026-08-02,Salesforce MCPとは何で、Agentforceと外部システムはどう接続しますか？
36,https://cross-com.jp/agentforce-small-business/,①対照,2026-08-02,中小企業でもAgentforceは導入できますか？
37,https://cross-com.jp/agentforce-einstein-difference/,①対照,2026-08-01,Salesforce EinsteinとAgentforceの違いは何で、どう使い分ければいいですか？
38,https://cross-com.jp/agentforce-rag/,①対照,2026-07-29,Agentforce RAGの仕組みはどうなっていて、精度が上がらないときは何を見直せばいいですか？
39,https://cross-com.jp/agentforce-roi/,②FAQのみ,2026-07-26,AgentforceのROIはどう測ればよく、稟議ではどう示せばいいですか？
40,https://cross-com.jp/agentforce-observability/,③リードのみ,2026-07-24,Agentforce Observabilityとは何で、定着と精度はどう測ればいいですか？
41,https://cross-com.jp/agentforce-retention/,②FAQのみ,2026-07-06,Agentforceを設定したのに現場で使われません。定着させるにはどうすればいいですか？
42,https://cross-com.jp/agentforce-for-sales-sdr-sales-coach/,①対照,2026-07-03,Agentforce for Salesとは何で、SDRエージェントやSales Coachは営業でどう使いますか？
43,https://cross-com.jp/agentic-crm-pipeline-stagnation-detection/,②FAQのみ,2026-08-25,CRMでパイプラインの停滞商談を自動で検知して営業に知らせる仕組みは作れますか？
44,https://cross-com.jp/agentic-ai-guide/,①対照,2026-08-19,エージェンティックAIとは何で、AIエージェントとどう違いますか？
45,https://cross-com.jp/revops-guide/,②FAQのみ,2026-08-19,RevOpsとは何で、部門ごとに数字が合わない問題をどう解消しますか？
46,https://cross-com.jp/hyper-personalization/,④両方,2026-08-18,ハイパーパーソナライゼーションとは何で、BtoBではどう実装しますか？
47,https://cross-com.jp/buyer-enablement/,①対照,2026-08-16,バイヤーイネーブルメントとは何で、BtoBの購買体験をどう変えますか？
48,https://cross-com.jp/agentic-crm-pipeline-kpi-monitoring/,④両方,2026-07-19,Agentic CRMでパイプライン管理のKPIを自律的にモニタリングする設計はどう作りますか？
49,https://cross-com.jp/agentforce-guide/,ピラーA,,（ピラー：編集禁止のみ。統計の対象外）
50,https://cross-com.jp/agentic-crm/,ピラーB,,（ピラー：編集禁止のみ。統計の対象外）
